fold,indice_original,score,predicao
1,4246,4.792456143749364,1
1,4248,5.388651759574676,1
1,4253,7.511087517646748,1
1,4262,4.97680506759197,1
1,4264,-2.858177039420074,-1
1,4271,4.839610272556962,1
1,4277,3.9628132551581263,1
1,4279,-0.44075565927749594,-1
1,4280,3.550801549962511,1
1,4281,3.4093155961740607,1
1,4292,7.856333918940406,1
1,4294,7.12894649041464,1
1,4299,6.003299239894089,1
1,4301,7.0591931137514745,1
1,4303,5.131528105780786,1
1,4309,2.3582479038261592,1
1,4317,4.793404502951427,1
1,4321,3.522087870831026,1
1,4326,6.1921616505995996,1
1,4329,1.4949827711330208,1
1,4332,1.7666884566073566,1
1,4337,5.166136377583539,1
1,4338,6.708227212791703,1
1,4341,5.160307997297496,1
1,4342,6.815452911637726,1
1,4343,4.099622881136215,1
1,4345,4.230523679155054,1
1,4354,2.822926798426579,1
1,4366,5.628112215602799,1
1,4374,7.357957884028233,1
1,4382,3.711723442645452,1
1,4385,7.144136433973925,1
1,4387,6.626439994830674,1
1,4392,6.2586111991646,1
1,4395,3.4669726659637465,1
1,4397,3.3652707174655223,1
1,4398,3.735294415561347,1
1,4404,6.232698529092106,1
1,4419,5.4620339700704985,1
1,4428,3.377575906811309,1
1,4429,5.0980025409260055,1
1,4439,6.026403109586122,1
1,4442,5.4408222203851455,1
1,4464,6.023981863323852,1
1,4466,3.368961452682809,1
1,4472,-0.1462522072765502,-1
